user_id,device_type,location,time_of_access,resource_requested,intent_prompt,access_granted
U0385,Tablet,India,4,Database,access API documentation,1
U0386,Laptop,India,2,API_Gateway,access server logs to debug performance issues,1
U0387,Tablet,China,8,Admin_Panel,query customer data for analysis,1
U0388,Laptop,India,13,User_Dashboard,export sensitive database,1
U0389,Tablet,UK,6,Logs_System,access API documentation,0
U0390,Desktop,India,23,Database,check system status,1
U0391,Desktop,Germany,15,Database,view personal dashboard,1
U0392,Laptop,India,17,User_Dashboard,check system status,1
U0393,Phone,India,23,Database,bypass authentication logs,1
U0394,Tablet,Germany,17,API_Gateway,query customer data for analysis,1
U0395,Desktop,China,19,Database,change user roles and permissions,0
U0396,Desktop,India,17,Admin_Panel,access server logs to debug performance issues,1
U0397,Desktop,India,13,Logs_System,escalate admin privileges,1
U0398,Laptop,India,4,User_Dashboard,view personal dashboard,1
U0399,Phone,China,21,API_Gateway,fetch recent activity,1
U0400,Laptop,India,14,Server_A,export sensitive database,1
U0401,Laptop,Russia,11,Database,access API documentation,1
U0402,Laptop,India,18,User_Dashboard,export sensitive database,1
U0403,Phone,India,17,Database,export sensitive database,0
U0404,Tablet,China,12,API_Gateway,access server logs to debug performance issues,1
U0405,Tablet,India,12,Admin_Panel,download monthly report,1
U0406,Desktop,Japan,0,User_Dashboard,change user roles and permissions,0
U0407,Desktop,India,14,API_Gateway,download all user data,1
U0408,Phone,India,11,User_Dashboard,escalate admin privileges,1
U0409,Phone,India,22,Database,download monthly report,1
U0410,Tablet,Germany,2,User_Dashboard,download monthly report,0
U0411,Laptop,India,19,API_Gateway,access server logs to debug performance issues,1
U0412,Desktop,Germany,16,Database,change user roles and permissions,0
U0413,Laptop,India,21,Admin_Panel,escalate admin privileges,0
U0414,Tablet,Japan,7,Admin_Panel,access server logs to debug performance issues,1
U0415,Tablet,India,11,Server_A,fetch recent activity,1
U0416,Phone,USA,8,Logs_System,check system status,1
U0417,Phone,India,2,Logs_System,bypass authentication logs,0
U0418,Phone,India,7,Database,change user roles and permissions,1
U0419,Laptop,Germany,22,Database,fetch recent activity,1
U0420,Phone,India,18,API_Gateway,query customer data for analysis,1
U0421,Phone,India,1,API_Gateway,access server logs to debug performance issues,1
U0422,Laptop,Germany,16,Database,escalate admin privileges,0
U0423,Tablet,Germany,10,API_Gateway,escalate admin privileges,0
U0424,Phone,UK,7,Database,fetch recent activity,1
U0425,Desktop,India,21,API_Gateway,query customer data for analysis,1
U0426,Desktop,India,20,Server_A,access API documentation,1
U0427,Desktop,India,4,Logs_System,access API documentation,1
U0428,Desktop,India,23,Database,view personal dashboard,1
U0429,Laptop,India,0,Admin_Panel,access server logs to debug performance issues,1
U0430,Tablet,India,7,User_Dashboard,download monthly report,1
U0431,Laptop,Japan,0,Server_A,access API documentation,1
U0432,Phone,India,4,Server_A,escalate admin privileges,0
U0433,Phone,India,5,User_Dashboard,shutdown production server,0
U0434,Phone,India,19,Server_A,bypass authentication logs,1
U0435,Phone,UK,19,Admin_Panel,download monthly report,1
U0436,Phone,India,2,Admin_Panel,change user roles and permissions,0
U0437,Phone,India,17,Logs_System,disable firewall settings,0
U0438,Desktop,India,19,Logs_System,query customer data for analysis,1
U0439,Tablet,India,9,Server_A,check system status,1
U0440,Phone,India,19,Server_A,download all user data,0
U0441,Desktop,India,9,Database,download monthly report,1
U0442,Laptop,India,7,Database,disable firewall settings,1
U0443,Tablet,India,22,User_Dashboard,change user roles and permissions,1
U0444,Desktop,India,19,Logs_System,access server logs to debug performance issues,1
U0445,Phone,India,10,Server_A,download all user data,0
U0446,Laptop,India,14,Database,disable firewall settings,1
U0447,Laptop,India,21,Logs_System,download all user data,0
U0448,Desktop,Germany,17,API_Gateway,access API documentation,1
U0449,Phone,UK,20,Logs_System,access API documentation,1
U0450,Laptop,India,8,User_Dashboard,view personal dashboard,1
U0451,Tablet,India,0,Database,access API documentation,1
U0452,Desktop,UK,12,API_Gateway,view personal dashboard,1
U0453,Tablet,India,6,Database,export sensitive database,1
U0454,Tablet,China,21,User_Dashboard,export sensitive database,0
U0455,Phone,China,19,API_Gateway,access API documentation,1
U0456,Tablet,India,9,User_Dashboard,access server logs to debug performance issues,1
U0457,Tablet,India,9,Database,access API documentation,1
U0458,Laptop,Russia,18,Server_A,download monthly report,1
U0459,Tablet,India,4,Admin_Panel,download monthly report,1
U0460,Desktop,India,17,Admin_Panel,change user roles and permissions,0
U0461,Desktop,India,14,Admin_Panel,view personal dashboard,1
U0462,Laptop,India,3,Logs_System,change user roles and permissions,0
U0463,Desktop,India,5,Server_A,download monthly report,1
U0464,Tablet,India,14,Server_A,change user roles and permissions,1
U0465,Phone,India,16,Logs_System,escalate admin privileges,1
U0466,Desktop,India,18,API_Gateway,disable firewall settings,1
U0467,Desktop,India,9,User_Dashboard,access server logs to debug performance issues,1
U0468,Laptop,India,18,Admin_Panel,change user roles and permissions,1
U0469,Desktop,India,19,Server_A,access API documentation,1
U0470,Desktop,Russia,15,Database,view personal dashboard,1
U0471,Laptop,India,2,Server_A,download all user data,0
U0472,Desktop,India,10,Server_A,disable firewall settings,0
U0473,Laptop,India,19,Server_A,access API documentation,1
U0474,Phone,India,1,Database,access API documentation,1
U0475,Laptop,India,14,User_Dashboard,change user roles and permissions,1
U0476,Tablet,India,5,Logs_System,fetch recent activity,1
U0477,Laptop,India,4,API_Gateway,escalate admin privileges,0
U0478,Tablet,USA,11,Database,bypass authentication logs,0
U0479,Laptop,India,3,Logs_System,change user roles and permissions,0
U0480,Phone,India,13,Database,download monthly report,1
U0481,Laptop,India,3,API_Gateway,download all user data,0
U0482,Tablet,Germany,5,Logs_System,download monthly report,1
U0483,Laptop,India,17,Admin_Panel,check system status,1
